nome,tipologia,tel,email,web,link1,link2,tipoticket,datamodifica,abstract,descrizione,comune,codice_istat,provincia,datainizio,datafine,foto_con_autore
PASTOR PATRICK GEORGE AND HIS PEOPLE,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-giordano_348.html,,pagamento,30-OTT-15,Concerto Gospel &#13 &#10 &#13 &#10 Pastor Patrick George ha certamente il dono della musica: non e&#768  solamente un cantante  bensi&#768  anche un direttore di coro  e si ,Concerto Gospel &#13 &#10 &#13 &#10 Pastor Patrick George ha certamente il dono della musica: non e&#768  solamente un cantante  bensi&#768  anche un direttore di coro  e si occupa di workshop musicali in Inghilterra e negli Stati Uniti. Pastor George e&#768  stato consulente per Revelation TV con &#8220 Express Yourself&#8221   ed ora inizia la sua avventura per Sky TV Uk nella trasmissione &#8220 Gospel Live&#8221 . Patrick ha raggiunto un&#8217 ampia audience grazie al suo talento e le sue doti musicali  iniziando dalla partecipazione a &#8220 Britain&#8217 s Got Talent&#8221  nel 2008 e continuando ad esibirsi presso il Grove Theatre ed al &#8220 Last Choir Standing&#8221  della BBC. Il suo successo si e&#768  esteso anche al di fuori dei confini del Regno Unito  arrivando agli Stati Uniti ed in Europa. Inoltre l&#8217 artista continua a contribuire all&#8217 organizzazione del Gospel in The Sun  concerto a cadenza annuale e al Police Appreciation concert. La sua popolarita&#768  ha fatto si&#768  che e&#768  stato chiamato a collaborare con altri famosi musicisti come Whoopi Goldberg &#38  Jason Donovan e Catherine Tatenel.&#13 &#10 Il motto di Pastor Patrick George e&#768  &#8220 contro di Lui nessun&#8217 arma deve prosperare&#8221   messaggio che evidenzia il percorso delle sue performance  mirato a fare la differenza nel segno del cambiamento.,Foggia,071024,FG,25-DIC-15,25-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9639
ORCHESTRA DI CHITARRE DE FALLA - Dalle Celebri Colonne Sonore al nuovo progetto Classic Sensation,semplice,347.60.52.769,orchestradefalla@fastwebnet.it,http://www.orchestradichitarredefalla.it/index.asp?page=37,http://www.orchestradichitarredefalla.it/,https://www.facebook.com/orchestradefalla/,pagamento,22-OTT-15,ORCHESTRA  DI  CHITARRE  DE  FALLA direttore e arrangiatore  PASQUALE  SCAROLA ospiti: il duo &#8220 Guerra -Gasparro&#8221 /percussioni  Francesca Vitale  /chitarra &#38  Donato Coscia /guitar -fingerpicking.                                                                      ,ORCHESTRA  DI  CHITARRE  DE  FALLA direttore e arrangiatore  PASQUALE  SCAROLA ospiti:  il duo &#8220 Guerra - Gasparro&#8221 /percussioni  Francesca Vitale  /chitarra   &#38    Donato Coscia /guitar -fingerpicking.                                                                                                                          &#13 &#10 Dalle Celebri Colonne Sonore al nuovo progetto Classic Sensation&#13 &#10 L&#8217  Orchestra  di  Chitarre  De  Falla:&#13 &#10 -&#9 Nata oltre 10 anni fa vanta ormai circa 250 concerti in tutta Italia !&#13 &#10 -&#9 Nel suo genere &#232  unica in Europa  e sta proponendo un nuovo modo di fare musica rivisitando  in chiave chitarristica  il repertorio  di svariati generi musicali : da quella Classica al Flamenco e al Jazz  fino a quella del giorno d&#8217 oggi (come i Beatles e i Queen)  con particolare riguardo alle trascrizioni da altri strumenti  curate personalmente dal Maestro Pasquale Scarola e che costituiscono autentiche novit&#224  nel quadro della musica per chitarra.&#13 &#10 ,Bari,072006,BA,27-DIC-15,27-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9724#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9722#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9723
32^ Stagione Concertistica '15 '16  - Teatro Curci - Barletta,rassegna,0883332456,info@culturaemusica.it,http://www.culturaemusica.it,https://www.facebook.com/asscurci,,pagamento,03-NOV-15,Dieci eventi a cura dell'Associazione Cultura e Musica G. Curci per una grande Stagione Musicale nella splendida cornice del Teatro Curci!,Dieci eventi per una grande Stagione Musicale. L'Orchestra di Piazza Vittorio  i musical 'Cabaret' e 'Aggiungi un posto a tavola' gli Archi dei Berliner  Sollima  Bollani  Riondino  orchestre e solisti internazionali  nella splendida cornice del Teatro Comunale Curci di Barletta. Eventi per un &#34 Teatro in Musica&#34 . &#13 &#10 &#13 &#10 Il Teatro Musicale &#232  il tema dominante della programmazione proposta: dall&#8217 Opera lirica &#34 Tosca&#34   fra le pi&#249  belle mai rappresentate  al &#34 Flauto Magico&#34  rivisitato nella splendida versione della polietnica Orchestra di Piazza Vittorio (che girer&#224  un film su questa produzione)  dalla Traviata delle Camelie&#34  con D. Vergassola  D. Riondino e l&#8217 International Chambers Players  alla surreale &#34 Principessa Dada&#34  con il pirotecnico Stefano Bollani e Valentina Cenni. &#13 &#10 &#13 &#10 Ancora  due grandi Musical  la Compagnia della Rancia con l&#8217 intrigante &#34 Cabaret&#34   con G.Ingrassia  G.Ottonello e M. Simone  e la Compagnia dell&#8217 Alba con l&#8217 intramontabile &#8216 &#34 Aggiungi un posto a tavola&#34   di Garinei e Giovannini  con cast e produzioni di altissimo livello. Elevatissima la qualit&#224  delle proposte musicali classiche con gli straordinari Solisti dei Berliner Philarmoniker  il complesso d&#8217 archi di maggior prestigio al mondo e il duo formato da Giovanni Sollima &#38  Giuseppe Andaloro  tra i pi&#249  grandi solisti internazionali  con un programma di grande originalit&#224 . &#13 &#10 &#13 &#10 Grande musica sinfonica con il Concerto di Capodanno con l&#8217 Orchestra Filarmonica di Lviv e l'0rchestra Filarmonica Pugliese e i solisti del Premio MPM.,Barletta,110002,BT,29-DIC-15,15-MAG-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9911 (il cartellone degli eventi) #http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9912 (Il Musical Cabaret) #http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9913#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9914 (Orchestra di Piazza Vitorio) #http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9915 (La Lirica) 
Concerto di Capodanno - Omaggio a Strauss - Lviv Philarmonica Orchestra,semplice,0883332456,info@culturaemusica.it,http://www.culturaemusica.it,https://www.facebook.com/asscurci,,pagamento,02-NOV-15,Il fascino del Concerto di Capodanno con una delle migliori Orchestre dell'Est Europeo nella splendida cornice del Teatro Comunale Curi di Barletta. ,Il fascino del Concerto di Capodanno con una delle migliori Orchestre dell'Est Europeo nella splendida cornice del Teatro Comunale Curi di Barletta. In programma i pi&#249  famosi Walzer di Strauss e Tchaikovsky.La fama dell'Orchestra di Lviv  nata 200 anni fa  &#232  legata a grandi artisti  icone della musica sinfonica russa e europea.&#13 &#10 &#13 &#10 Direttori come  G. Mahler  R. Strauss e R. Leoncavallo  l'hanno resa famosa in tutta la Russia. Nel 1933 &#232  diventata Orchestra Filarmonica  iniziando una prestigiosa carriera con direttori come  A.Soltys  J. Mund  J. Kolachkovski  S. Sledzinski. Con la sua  stagione di concerti  collabora con i pi&#249  grandi direttori e solisti come D. Bashkirov  L. Berman  P. Donohoe  D. Matsuev  M. Pletnev  G. Sokolov  V. Tretiakov  M. Maiska  M. Rostropovich e D.Shaffran. Numerose le registrazioni per etichette famose e note le sue tourn&#232 e nel mondo. Direttori Stabili sono V. Syvokhip e  I. Stupel. In programma i pi&#249  famosi Valzer di Strauss e Tchaikovsky.,Barletta,110002,BT,29-DIC-15,29-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9875#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9876#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9877
SERENA BRANCALE - Galleggiare tour,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/tipo_rassegna_5_bitonto_710.html,http://www.comune.bitonto.ba.it/,pagamento,09-NOV-15,con Peppe Fortunato &#8211  tastiere  Paolo Romano &#8211  basso  Mimmo Campanale &#8211  batteria,con Peppe Fortunato &#8211  tastiere  Paolo Romano &#8211  basso  Mimmo Campanale &#8211  batteria&#13 &#10 &#13 &#10 Se per tanti la musica di qualit&#224  si racchiude in uno specifico genere musicale  per Serena Brancale  invece  rappresenta un meltin&#8217 pot di generi  suoni e idee. Con questa visione  i suoi territori sonori spaziano dal jazz al soul  dal funk all&#8217  r&#38 b  passando attraverso ballate e canzoni d&#8217 autore  senza mai dimenticare i moderni suoni dell&#8217 elettronica che sfiorano intensi momenti d&#8217 ispirazione. La giovanissima cantante ed autrice barese &#232  sicuramente una delle voci pi&#249  talentuose emerse nell&#8217 ultimo periodo in Italia. Serena &#232  riuscita a conquistare il pubblico pi&#249  raffinato come quello del jazz ma anche il grande pubblico  come &#232  accaduto al Festival di Sanremo 2015. Ha dimostrato che nelle sue corde vocali non c&#8217 &#232  solo una straordinaria vocazione verso il jazz ed i suoi dintorni  ma anche una forte inclinazione verso altri confini sonori che la cantante riesce fisiologicamente a &#8220 manipolare&#8221  con grande disinvoltura attraverso sue inedite composizioni decisamente ispirate. Galleggiare  il primo lavoro discografico come autrice  arrangiatrice e musicista  &#232  un album di che racchiude 9 brani inediti in cui si evince tutto il suo amore per il jazz  il funk  il reggae e la musica soul.,Bitonto,072011,BA,02-GEN-16,02-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10005
KOL&#210 K I terribili vicini di casa...      Fondazione Teatro Ragazzi e Giovani Onlus ,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,17-NOV-15,Due balconi  due vite. Un Paese tranquillo ai confini del mondo dove una mattina tutto cambia.Basta una parola per capire che l&#8217 uomo che occuper&#224  ,Due balconi  due vite. Un Paese tranquillo ai confini del mondo dove una mattina tutto cambia.Basta una parola per capire che l&#8217 uomo che occuper&#224  l&#8217 appartamento sfitto &#232  straniero. Parla strano  veste strano  ha insoliti capelli e poi sorride&#8230 Un gioco teatrale bizzarro che intreccia poesia e discipline circensi: scala acrobatica  cerchio e tessuti aerei  giocoleria luminosa  diablo acrobatico per scoprirsi finalmente amici.&#13 &#10 ET&#192  CONSIGLIATA&#13 &#10 5-10 anni&#13 &#10 TECNICA UTILIZZATA&#13 &#10 Teatro d&#8217 attore e discipline circensi&#13 &#10 ,Lecce,075035,LE,06-GEN-16,06-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9570
L&#8217 ABITO NUOVO ,semplice,328.6917948,promozione@teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/stagione_rassegna/stagione-di-prosa-15-16-comune-di-bari_191.html ,,,pagamento,09-OTT-15,Nel 1935 Eduardo e Pirandello coronarono la collaborazione artistica con L&#8217 abito nuovo &#8211  uno scenario di Luigi Pirandello dialogato in due atti e ,Nel 1935 Eduardo e Pirandello coronarono la collaborazione artistica con L&#8217 abito nuovo &#8211  uno scenario di Luigi Pirandello dialogato in due atti e tre quadri e concertato da Eduardo De Filippo  che and&#242  in scena nel 1937 al Teatro Manzoni di Milano. Il loro progetto nacque intorno all&#8217 omonima novella di Pirandello  che Eduardo individu&#242  come adatta ad una trasposizione teatrale. Fu la figura del protagonista della novella che affascin&#242  Eduardo  lo scrivano Michele Crispucci  un personaggio che partendo da un&#8217 umile condizione sociale  non accetta la fortuna che la sorte gli predispone  pur di non perdere la sua dignit&#224  e la sua onest&#224 . Il breve racconto di Pirandello inizia letteralmente con l&#8217 abito  &#8220 che quel povero Crispucci indossava da tempo immemorabile&#8230  e finisce con un abito che parlava da s&#233 &#8230 &#8221  Cos&#236  che il passaggio da un abito vecchio ad un abito nuovo rappresenta l&#8217 avvenimento fondamentale del testo. &#13 &#10 (Michelangelo Campanale e Marco Manchisi)&#13 &#10 &#13 &#10 Compagnia La luna nel letto / Ass. Cult. Tra il dire e il fare&#13 &#10 Di Eduardo De Filippo e Luigi Pirandello &#13 &#10 Con Marco Manchisi  Nunzia Antonino e Salvatore Marci &#13 &#10 E Adriana Gallo  Paolo Gubello  Daniele Lasorsa  Dante Manchisi  Olga Mascolo  Tea Primiterra  Antonella Ruggero  Luigi Tagliente &#13 &#10 Realizzazione scenografica Michelangelo Campanale  Olga Mascolo  Tea Primiterra  Michelangelo Volpe&#13 &#10 Assistenti alla regia Annarita De Michele  Katia Scarimbolo&#13 &#10 Regia  scene e luci di MICHELANGELO CAMPANALE&#13 &#10 ,Bari,072006,BA,07-GEN-16,10-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9375
Tosca - Opera Lirica di G. Puccini,semplice,0883332456,info@culturaemusica.it,http://www.culturaemusica.it,https://www.facebook.com/asscurci,,pagamento,03-NOV-15,Uno spettacolare allestimento a cura di Opera Futura  con la famosa Orchestra di Chernivsty  una delle pi&#249  famose in Ucraina  che ha collaborato con ,Uno spettacolare allestimento a cura di Opera Futura  con la famosa Orchestra di Chernivsty  una delle pi&#249  famose in Ucraina  che ha collaborato con i pi&#249  grandi artisti di fama mondiale  diretta da Yosyph Sozanskyy  apprezzato in tutto il mondo per la sua raffinata tecnica. Solisti di eccezione saranno Nunzia Santodirocco  Massimo Sirigu  Mauro Buda  Gianfranco Zuccarino e Silvano Paolillo  cantanti che si esibiscono su tutti i pi&#249  importanti palcoscenici del mondo con famose orchestre e direttori di fama internazionale. L'allestimento curato in tutti i particolari  le voci del Coro di voci bianche di Pompei  le bellissime scenografie dei vari atti  insieme alla stupenda vocalit&#224  dei solisti  rendono questo attesissimo ritorno della Lirica nel Teatro Curci  un appuntamento di altissimo livello. Libretto di Giuseppe Giacosa e Luigi Illica. Floria Tosca: Nunzia Santodirocco  Mario Cavaradossi: Massimo Sirigu  Il Barone Scarpia: Mauro Buda  Cesare Angelotti: Gianfranco Zuccarino  Spoletta: Silvano Paolillo. Orchestra Sinfonica di Chernivtsi &#34 Chernivtsi Philharmonic Society&#34  direttore Yosyph Sozanskyy.&#13 &#10 &#13 &#10 ,Barletta,110002,BT,09-GEN-16,09-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9925#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9926#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9927
LA MERDA - Silvia Gallerano Cristian Ceresoli,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,27-OTT-15,Il &#8220 brutale  disturbante e straordinario&#8221  testo sulla condizione umana gi&#224  tradotto in numerose lingue di Cristian Ceresoli attraverso ,Il &#8220 brutale  disturbante e straordinario&#8221  testo sulla condizione umana gi&#224  tradotto in numerose lingue di Cristian Ceresoli attraverso l&#8217 interpretazione &#8220 sublime e da strapparti la pelle di dosso&#8221  di Silvia Gallerano si manifesta come uno stream of consciousness dove si scatena la bulimica e rivoltante confidenza pubblica di una &#8220 giovane&#8221  donna &#8220 brutta&#8221  che tenta con ostinazione  resistenza e coraggio  di aprirsi un varco nella societ&#224  delle Cosce e delle Libert&#224 . La Merda arriva a Lecce dopo il clamoroso e scioccante successo di pubblico e critica in tutto il mondo  con Edimburgo  Copenhagen  Madrid  S&#227 o Paulo  Glasgow  Berlino  Vilnius  Adelaide e Londra con quattro anni consecutivi di tutto esaurito  nonostante una sottile e persistente censura in Italia.,Lecce,075035,LE,09-GEN-16,09-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9778
NAUFRAGIO CON SPETTATORE,semplice,080-3484453 / 080-3494270,,http://www.teatrorossinigioia.it ,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-rossini_27.html,pagamento,28-OTT-15,Compagnia Zappal&#224  Danza&#13 &#10 Liberamente ispirato al saggio &#8220 Naufragio con spettatore&#8221  di Hans Blumenberg  musiche eseguite dal vivo di J.S.Bach ,Compagnia Zappal&#224  Danza&#13 &#10 Liberamente ispirato al saggio &#8220 Naufragio con spettatore&#8221  di Hans Blumenberg  musiche eseguite dal vivo di J.S.Bach (preludi e fughe dal Clavicembalo ben temperato)  C.Gounod  scene e luci Roberto Zappal&#224   costumi Debora Privitera  in coproduzione con Scenario Pubblico performing arts  in collaborazione con Teatro Stabile di Catania  ArtEZ Arnhem (NL)  uva grapes Catania contemporary dance festival  AME Associazione Musicale Etnea&#13 &#10 con danzatori Roberto Provenzano  Fernando Roldan Ferrer  e con Luca Ballerini - pianoforte  Marianna Cappellani - soprano&#13 &#10 coreografia e regia ROBERTO ZAPPAL&#192 &#13 &#10 &#13 &#10 prima tappa di &#8216 Odisseo&#8217   dal progetto &#8216 Re-Mapping Sicily&#8217 &#13 &#10 &#13 &#10 Naufragio con Spettatore &#232  la prima tappa di ODISSEO  un lavoro sull&#8217 emigrazione / immigrazione e sul rapporto che noi bianchi/occidentali abbiamo nei confronti del popolo migrante. Sia il viaggio di Ulisse che molte delle tragiche odissee del tempo presente si dislocano entrambi nella stessa mappa: il mediterraneo. Partendo dall&#8217 idea del naufragio si &#232  approdati a concetti quali viaggio  fame/sete  morte/salvezza  assenza di spazio  oltre a riferimenti a Ulisse in quanto naufrago e unico sopravvissuto nell&#8217 isola di Alcinoo (e poi anche nel definitivo naufragio secondo la concezione dantesca)  e non si &#232  potuto non trattare la cronaca con i continui attraversamenti dei migranti e i conseguenti e tragici naufragi  da quello di Porto Palo (il pi&#249  grande naufragio della storia del mediterraneo dopo la seconda guerra mondiale) a quello del marzo 2009  con tre imbarcazioni con pi&#249  di 350 migranti affondati al largo della Libia.,Gioia del Colle,072021,BA,15-GEN-16,15-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9823
